ind	pop	region	lat	long
Lynx_JRD721	41	5	-121.79996	56.11653
Lynx_JRD723	41	5	-121.79996	56.11653
Lynx_JRD726	41	5	-121.79996	56.11653
Shaftsbury_JRD792	42	5	-117.41547	56.12168
Shaftsbury_JRD829	42	5	-117.41547	56.12168
Shaftsbury_JRD830	42	5	-117.41547	56.12168
Shaftsbury_JRD831	42	5	-117.41547	56.12168
Shaftsbury_JRD832	42	5	-117.41547	56.12168
Shaftsbury_JRD833	42	5	-117.41547	56.12168
Shaftsbury_JRD834	42	5	-117.41547	56.12168
Shaftsbury_JRD835	42	5	-117.41547	56.12168
Shaftsbury_JRD836	42	5	-117.41547	56.12168
Shaftsbury_JRD837	42	5	-117.41547	56.12168
Shaftsbury_JRD838	42	5	-117.41547	56.12168
Shaftsbury_JRD839	42	5	-117.41547	56.12168
Shaftsbury_JRD840	42	5	-117.41547	56.12168
Shaftsbury_JRD841	42	5	-117.41547	56.12168
Shaftsbury_JRD842	42	5	-117.41547	56.12168
Shaftsbury_JRD843	42	5	-117.41547	56.12168
Shaftsbury_JRD844	42	5	-117.41547	56.12168
Shaftsbury_JRD868	42	5	-117.41547	56.12168
Shaftsbury_JRD869	42	5	-117.41547	56.12168
Shaftsbury_JRD870	42	5	-117.41547	56.12168
Shaftsbury_JRD872	42	5	-117.41547	56.12168
Shaftsbury_JRD876	42	5	-117.41547	56.12168
Taylor_JRD449	43	5	-120.71828	56.15403
Taylor_JRD450	43	5	-120.71828	56.15403
Taylor_JRD452	43	5	-120.71828	56.15403
Taylor_JRD453	43	5	-120.71828	56.15403
Taylor_JRD454	43	5	-120.71828	56.15403
Taylor_JRD458	43	5	-120.71828	56.15403
Taylor_JRD459	43	5	-120.71828	56.15403
Taylor_JRD460	43	5	-120.71828	56.15403
Taylor_JRD461	43	5	-120.71828	56.15403
Taylor_JRD462	43	5	-120.71828	56.15403
Taylor_JRD464	43	5	-120.71828	56.15403
Taylor_JRD468	43	5	-120.71828	56.15403
Taylor_JRD469	43	5	-120.71828	56.15403
Taylor_JRD470	43	5	-120.71828	56.15403
Taylor_JRD473	43	5	-120.71828	56.15403
Taylor_JRD474	43	5	-120.71828	56.15403
Taylor_JRD476	43	5	-120.71828	56.15403
Taylor_JRD477	43	5	-120.71828	56.15403
Taylor_JRD479	43	5	-120.71828	56.15403
Taylor_JRD480	43	5	-120.71828	56.15403
Taylor_JRD481	43	5	-120.71828	56.15403
Taylor_JRD482	43	5	-120.71828	56.15403
Taylor_JRD484	43	5	-120.71828	56.15403
Taylor_JRD715	43	5	-120.71828	56.15403
Taylor_JRD718	43	5	-120.71828	56.15403
Taylor_JRD719	43	5	-120.71828	56.15403
Taylor_JRD793	43	5	-120.71828	56.15403
Taylor_JRD794	43	5	-120.71828	56.15403
Taylor_JRD846	43	5	-120.71828	56.15403
Taylor_JRD867	43	5	-120.71828	56.15403
Taylor_JRD878	43	5	-120.71828	56.15403
Bear_JRD406	44	6	-120.44299	55.72849
Bear_JRD407	44	6	-120.44299	55.72849
Bear_JRD408	44	6	-120.44299	55.72849
Bear_JRD409	44	6	-120.44299	55.72849
Bear_JRD410	44	6	-120.44299	55.72849
Bear_JRD411	44	6	-120.44299	55.72849
Bear_JRD412	44	6	-120.44299	55.72849
Bear_JRD413	44	6	-120.44299	55.72849
Bear_JRD436	44	6	-120.44299	55.72849
Bear_JRD601	44	6	-120.44299	55.72849
Bear_JRD602	44	6	-120.44299	55.72849
Bear_JRD603	44	6	-120.44299	55.72849
Bear_JRD604	44	6	-120.44299	55.72849
Bear_JRD605	44	6	-120.44299	55.72849
Bear_JRD606	44	6	-120.44299	55.72849
Bear_JRD607	44	6	-120.44299	55.72849
Bear_JRD608	44	6	-120.44299	55.72849
Bear_JRD609	44	6	-120.44299	55.72849
Bear_JRD610	44	6	-120.44299	55.72849
Bear_JRD611	44	6	-120.44299	55.72849
Bear_JRD612	44	6	-120.44299	55.72849
Bear_JRD613	44	6	-120.44299	55.72849
Bear_JRD614	44	6	-120.44299	55.72849
Bear_JRD766	44	6	-120.44299	55.72849
Bear_JRD845	44	6	-120.44299	55.72849
Bear_JRD853	44	6	-120.44299	55.72849
Bullhead_JRD108	45	6	-122.13297	56.0457
Bullhead_JRD109	45	6	-122.13297	56.0457
Bullhead_JRD110	45	6	-122.13297	56.0457
Bullhead_JRD111	45	6	-122.13297	56.0457
Bullhead_JRD112	45	6	-122.13297	56.0457
Bullhead_JRD113	45	6	-122.13297	56.0457
Bullhead_JRD114	45	6	-122.13297	56.0457
Bullhead_JRD115	45	6	-122.13297	56.0457
Bullhead_JRD116	45	6	-122.13297	56.0457
Bullhead_JRD117	45	6	-122.13297	56.0457
Bullhead_JRD118	45	6	-122.13297	56.0457
Bullhead_JRD119	45	6	-122.13297	56.0457
Bullhead_JRD120	45	6	-122.13297	56.0457
Bullhead_JRD121	45	6	-122.13297	56.0457
Bullhead_JRD122	45	6	-122.13297	56.0457
Kleskun_JRD107	46	6	-118.52737	55.25466
Kleskun_JRD760	46	6	-118.52737	55.25466
Kleskun_JRD761	46	6	-118.52737	55.25466
Kleskun_JRD762	46	6	-118.52737	55.25466
Kleskun_JRD763	46	6	-118.52737	55.25466
Kleskun_JRD764	46	6	-118.52737	55.25466
Kleskun_JRD765	46	6	-118.52737	55.25466
Kleskun_JRD768	46	6	-118.52737	55.25466
Kleskun_JRD772	46	6	-118.52737	55.25466
Kleskun_JRD852	46	6	-118.52737	55.25466
Kleskun_JRD854	46	6	-118.52737	55.25466
Kleskun_JRD855	46	6	-118.52737	55.25466
Kleskun_JRD860	46	6	-118.52737	55.25466
Saskatoon_JRD402	48	6	-120.05585	55.72493
Saskatoon_JRD403	48	6	-119.29686	55.22422
Saskatoon_JRD404	48	6	-119.29686	55.22422
Saskatoon_JRD405	48	6	-119.29686	55.22422
Saskatoon_JRD418	48	6	-119.29686	55.22422
Saskatoon_JRD419	48	6	-119.29686	55.22422
Saskatoon_JRD420	48	6	-119.29686	55.22422
Saskatoon_JRD421	48	6	-119.29686	55.22422
Saskatoon_JRD422	48	6	-119.29686	55.22422
Saskatoon_JRD423	48	6	-119.29686	55.22422
Saskatoon_JRD424	48	6	-119.29686	55.22422
Saskatoon_JRD426	48	6	-119.29686	55.22422
Saskatoon_JRD427	48	6	-119.29686	55.22422
Saskatoon_JRD428	48	6	-119.29686	55.22422
Saskatoon_JRD429	48	6	-119.29686	55.22422
Saskatoon_JRD433	48	6	-119.29686	55.22422
Saskatoon_JRD595	48	6	-119.29686	55.22422
Saskatoon_JRD596	48	6	-119.29686	55.22422
Saskatoon_JRD597	48	6	-119.29686	55.22422
Saskatoon_JRD598	48	6	-119.29686	55.22422
Saskatoon_JRD599	48	6	-119.29686	55.22422
Saskatoon_JRD600	48	6	-119.29686	55.22422
Saskatoon_JRD711	48	6	-119.29686	55.22422
Saskatoon_JRD712	48	6	-119.29686	55.22422
White_JRD336	49	6	-119.23857	55.6943
White_JRD431	49	6	-119.23857	55.6943
White_JRD432	49	6	-119.23857	55.6943
White_JRD623	49	6	-119.23857	55.6943
White_JRD769	49	6	-119.23857	55.6943
White_JRD771	49	6	-119.23857	55.6943
White_JRD773	49	6	-119.23857	55.6943
White_JRD774	49	6	-119.23857	55.6943
White_JRD775	49	6	-119.23857	55.6943
White_JRD856	49	6	-119.23857	55.6943
White_JRD857	49	6	-119.23857	55.6943
White_JRD859	49	6	-119.23857	55.6943
White_JRD861	49	6	-119.23857	55.6943
